timestamp,accX,accY,accZ,temp,device_id
2026-08-05T10:17:21.043779,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:21.102924,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:21.162085,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:21.221549,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:21.223496,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:21.283216,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:21.763011,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:21.882236,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:21.941620,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:21.943497,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.003042,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.062171,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.121611,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.123765,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.302265,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.361558,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.363493,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.422901,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.482329,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.722984,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.783005,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.842222,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.901579,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:22.962221,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.021516,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.023487,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.082767,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.142142,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.201598,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.203522,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.262984,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.322308,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.742917,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.802199,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.861523,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.863681,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.922901,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:23.982186,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:24.041598,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:24.043594,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:24.102970,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:24.162177,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
2026-08-05T10:17:24.221568,0.0154,-0.0745,1.1526,0.0,EngineIQ_Sensor
